sub_id	parent_id	phrase	source_page	status_v1
D90-4-00956	D90-4-00955	قاغىپۇتى خەت	112_1R.png	verified
D90-4-00962	D90-4-00961	قاق بولماق	113_1R.png	unverified
D90-4-00991	D90-4-00990	قاقشاتقۇچ زەربە	115_2L.png	unverified
D90-4-01002	D90-4-01001	قاققان قوزۇقتەك	116_2L.png	unverified
D90-4-01015	D90-4-01014	قاقىرتۇمشۇق ئائىلىسى	118_2L.png	unverified
D90-4-01049	D90-4-01048	قاڭشارلىق بۆكەن	121_1R.png	unverified
D90-4-01059	D90-4-01058	قاڭقىش تاختىسى	121_2L.png	unverified
D90-4-01069	D90-4-01068	قالاق پېرسوناژ	122_2L.png	unverified
D90-4-01086	D90-4-01085	قالپاقلىق زەمبۇرۇغ	124_2L.png	unverified
D90-4-01087	D90-4-01085	قالپاقلىق مېدۇزا	124_2L.png	unverified
D90-4-01088	D90-4-01085	قالپاقلىق مىخ	124_2L.png	unverified
D90-4-01096	D90-4-01095	قالدۇرۇق چارۋا	125_2L.png	unverified
D90-4-01101	D90-4-01100	قالدۇرۇلغان ئېۋەن	126_1R.png	unverified
D90-4-01112	D90-4-01111	قالدۇقسىز بۆلۈش	127_1R.png	unverified
D90-4-01116	D90-4-01115	قالدىراق سىماب	127_2L.png	unverified
D90-4-01117	D90-4-01115	قالدىراق گاز ← قالدىراق سىماب	127_2L.png	unverified
D90-4-01125	D90-4-01124	قالقان بەز ← قالقانسىمان بەز	128_1R.png	verified
D90-4-01126	D90-4-01124	قالقان بولماق	128_1R.png	unverified
D90-4-01143	D90-4-01142	قالماق پىچىقى	129_2L.png	unverified
D90-4-01158	D90-4-01157	قاما تۇماق	135_1R.png	unverified
D90-4-01159	D90-4-01157	قاما قۇلاقچا	135_1R.png	unverified
D90-4-01168	D90-4-01167	قاماق جازاسى	136_1R.png	unverified
D90-4-01169	D90-4-01167	قاماق مۇددىتى	136_1R.png	unverified
D90-4-01205	D90-4-01204	قامچىئوت ئائىلىسى	139_2L.png	unverified
D90-4-01216	D90-4-01215	قاملاشمىغان گەپ	141_2L.png	unverified
D90-4-01254	D90-4-01253	قان شورىغۇچى قۇرت	145_1R.png	unverified
D90-4-01327	D90-4-01326	قاناتسىز كۈيە	154_1R.png	unverified
D90-4-01332	D90-4-01331	قانات-قۇيرۇق چىقارماق	154_2L.png	unverified
D90-4-01333	D90-4-01331	قانات-قۇيرۇقلىرىنى يىغىشتۇرماق	154_2L.png	unverified
D90-4-01334	D90-4-01331	قانات-قۇيرۇقى تەڭشەلمەك	154_2L.png	unverified
D90-4-01335	D90-4-01331	قانات-قۇيرۇقىنى تۈزىمەك	154_2L.png	unverified
D90-4-01441	D90-4-01440	قانۇنىي جازا	168_2L.png	unverified
D90-4-01442	D90-4-01440	قانۇنىي ۋەكالەتچى	168_2L.png	unverified
D90-4-01464	D90-4-01463	قاۋاق بەندىسى	170_2L.png	unverified
D90-4-01491	D90-4-01490	قاي چاغ	173_1R.png	unverified
D90-4-01492	D90-4-01490	قاي زامان	173_1R.png	unverified
D90-4-01498	D90-4-01497	قايتا ئەملەش	174_1R.png	unverified
D90-4-01499	D90-4-01497	قايتا بېيىش	174_1R.png	verified
D90-4-01517	D90-4-01516	قايتقان نۇر	175_2L.png	unverified
D90-4-01520	D90-4-01519	قايتما جەريان	175_2L.png	unverified
D90-4-01530	D90-4-01529	قايتۇرۇپ چېتىشتۇرۇش ← قايتۇرما چېتىشتۇرۇش	177_1R.png	unverified
D90-4-01532	D90-4-01531	قايتۇرۇش نىسبىتى	177_1R.png	unverified
D90-4-01540	D90-4-01539	قايتىش بۇلۇڭى	177_2L.png	unverified
D90-4-01548	D90-4-01547	قايتىلىما رېئاكسىيە	178_1R.png	unverified
D90-4-01564	D90-4-01563	قايچىلاشقان ئىرسىيەت	179_2L.png	unverified
D90-4-01583	D90-4-01582	قايران بېلىق	181_1R.png	unverified
D90-4-01593	D90-4-01592	قايرىما بۇرۇت	182_1R.png	unverified
D90-4-01594	D90-4-01592	قايرىما كىرپىك	182_1R.png	unverified
D90-4-01595	D90-4-01592	قايرىما ياقا	182_1R.png	unverified
D90-4-01624	D90-4-01623	قايماق چاي	185_2L.png	unverified
D90-4-01625	D90-4-01623	قايماق چۆپ	185_2L.png	unverified
D90-4-01626	D90-4-01623	قايماق چۆچۈرىسى	185_2L.png	unverified
D90-4-01627	D90-4-01623	قايماق يۇتازا	185_2L.png	unverified
D90-4-01640	D90-4-01639	قايناتما دورا	187_1R.png	unverified
D90-4-01643	D90-4-01642	قايناش نۇقتىسى	187_1R.png	unverified
D90-4-01661	D90-4-01660	قايىم بولماق	190_1R.png	unverified
D90-4-01664	D90-4-01663	قەبرە تېشى	190_1R.png	unverified
D90-4-01665	D90-4-01663	قەبرە قاتۇرماق	190_1R.png	unverified
D90-4-01672	D90-4-01671	قەبىلە تىلى	190_2L.png	unverified
D90-4-01692	D90-4-01691	قەتلىئام قىلماق	192_2L.png	unverified
D90-4-01756	D90-4-01755	قەدىمچە چېلىش	202_1R.png	unverified
D90-4-01786	D90-4-01785	قەرەللىك بومبا	205_2L.png	unverified
